site_uid,latitude,longitude,monitoring_location_name,monitoring_location_number,agency_code,site_type,state_code,state_name,county_name,hydrologic_unit_code,drainage_area,drainage_area_source,altitude,vertical_datum,iwqis_uid,iwqis_river,iwqis_town,iwqis_description,iwqis_colloc_uid,iwqis_colloc_site_uid,iwqis_link_uid,iwqis_status,iwqis_nickname,is_groundwater,source
WQS0045,42.2392,-93.9953,,,IIHR,,19,Iowa,,,5452.0,iwqis,,,WQS0045,Des Moines River,Stratford,This site is located approximately 1 mile downstream of the USGS discharge gage 05481300.,,,378372,discontinued,45DMRS,False,IWQIS
WQS0046,41.537,-93.2588,,,USDA,,19,Iowa,,,20.0,iwqis,,,WQS0046,Walnut Creek,Prairie City,This site is operated by USDA-ARS and is located at the Neal Smith Wildlife Refuge.,,,207286,ok,46ARSWC1,False,IWQIS
WQS0047,41.601,-93.296,,,USDA,,19,Iowa,,,7.0,iwqis,,,WQS0047,Walnut Creek,Prairie City,This site is operated by USDA-ARS and is located at the Neal Smith Wildlife Refuge.,,,207267,ok,47ARSWC2,False,IWQIS
WQS0048,42.3178,-93.2514,,,USDA,,19,Iowa,,,72.0,iwqis,,,WQS0048,Tipton Creek,Hubbard,This site is operated by USDA-ARS and is located in the SF Iowa River watershed.,,,335622,maintenance,48ARSTC,False,IWQIS
WQS0049,40.772,-92.0923,,,IIHR,,19,Iowa,,,104.0,iwqis,,,WQS0049,Chequest Creek,Douds,This site was relocated from 19SCCD South Chequest Creek near Douds due to low water levels. This is a HUD1 site.,,,79492,discontinued,49CCD,False,IWQIS
WQS0050,41.2817,-91.7162,,,IIHR,,19,Iowa,,,93.0,iwqis,,,WQS0050,West Fork Crooked Creek,Washington,This is a WQI site. ,,,169547,maintenance,50WFCCW,False,IWQIS
WQS0051,42.339,-93.1251,,,USDA,,19,Iowa,,,70.0,iwqis,,,WQS0051,Beaver Creek,Eldora,This site is operated by USDA-ARS and is located in the SF Iowa River watershed.,,,336363,maintenance,51ARSBC,False,IWQIS
WQS0052,42.0198,-91.6661,,,IIHR,,19,Iowa,,,2.0,iwqis,,,WQS0052,McLoud Run,Cedar Rapids,This is an urban stormwater drainage site operated in conjunction with water monitoring by the City of Cedar Rapids.,,,276896,discontinued,52MRCR,False,IWQIS
WQS0053,41.9545,-93.6393,,,USDA,,19,Iowa,,,11.0,iwqis,,,WQS0053,Walnut Creek,Kelley,This site is operated by USDA-ARS and is located in the South Skunk River watershed.,,,265220,ok,53ARSWC3,False,IWQIS
WQS0054,41.9649,-93.6796,,,USDA,,19,Iowa,,,2.0,iwqis,,,WQS0054,"Drainage tile, Walnut Creek",Ames,This is an ARS tile site.,,,,ok,54ARSWC3T,False,IWQIS
WQS0055,42.3829,-93.3911,,,USDA,,19,Iowa,,,7.0,iwqis,,,WQS0055,"Drainage tile, Tipton Creek",Sherman,This is an ARS tile site.,,,,ok,55ARSTCT,False,IWQIS
WQS0056,42.3805,-93.388,,,USDA,,19,Iowa,,,47.0,iwqis,,,WQS0056,"Drainage tile, Tipton Creek",Sherman,This is an ARS tile site.,,,,ok,56ARSTCT,False,IWQIS
WQS0058,41.6823,-92.869,,,IIHR,,19,Iowa,,,,,,,WQS0058,Willow Creek,Kellogg,This site is operated in cooperation with Grinnell College.,,,,discontinued,"Willow Creek near Kellogg, IA",False,IWQIS
WQS0059,41.6808,-92.86,,,IIHR,,19,Iowa,,,,,,,WQS0059,Perry Pond,Kellogg,This site is operated in cooperation with Grinnell College.,,,,discontinued,"Perry Pond near Kellogg, IA",False,IWQIS
WQS0060,42.5226,-93.7874,,,IIHR,,19,Iowa,,,76.0,iwqis,,,WQS0060,Frye Oxbow,Webster City,This site is operated in cooperation with TNC.,,,,discontinued,60FOWC,False,IWQIS
WQS0061,41.8305,-95.9315,,,IIHR,,19,Iowa,,,405.0,iwqis,,,WQS0061,Soldier River,Pisgah,"This is a state load estimate site, collocated with USGS gage 06608500.",06608500,,,discontinued,61SRP,False,IWQIS
WQS0062,42.7771,-95.53,,,IIHR,,19,Iowa,,,295.0,iwqis,,,WQS0062,Mill Creek,Cherokee,This is a WQI site.,,,,discontinued,62MCC,False,IWQIS
WQS0063,43.1115,-91.265,,,IIHR,,19,Iowa,,,221.0,iwqis,,,WQS0063,Yellow River,Ion,"This is a load estimate site, collocated with USGS gage 05389000.",05389000,,,ok,63YRI,False,IWQIS
WQS0064,43.4212,-91.509,,,IIHR,,19,Iowa,,,778.0,iwqis,,,WQS0064,Upper Iowa River,Dorchester,This is a state load estimate site.,05388250,,,maintenance,64UIRD,False,IWQIS
WQS0065,41.8106,-96.0488,,,IIHR,,19,Iowa,,,4506.0,iwqis,,,WQS0065,Little Sioux River,Little Sioux,"This is a state load estimate site, located downstream of USGS 06607500.",06607500,,,maintenance,65LSRLS,False,IWQIS
WQS0066,41.8251,-96.0593,,,IIHR,,19,Iowa,,,900.0,iwqis,,,WQS0066,Monona-Harrison Ditch,Little Sioux,"This is a state load estimate site, located downstream of USGS 06602400.",06602400,,,maintenance,66MHDLS,False,IWQIS
WQS0067,43.2146,-96.2954,,,IIHR,,19,Iowa,,,1614.0,iwqis,,,WQS0067,Rock River,Rock Valley,This is a state load estimate site colocated with USGS 06483500.,06483500,,,maintenance,67RRRV,False,IWQIS
WQS0068,40.88,-92.3333,,,IIHR,,19,Iowa,,,188.0,iwqis,,,WQS0068,Soap Creek,Floris,This is a turbidity-only water quality station.,,,,discontinued,68SCF,False,IWQIS
WQS0069,42.179,-91.5008,,,IIHR,,19,Iowa,,,1282.0,iwqis,,,WQS0069,Wapsipinicon River,Central City,This is an IWA site located downstream from IFC bridge sensor WAPSI05 at Central City.,,,,discontinued,69WRCC,False,IWQIS
WQS0070,42.2572,-92.2793,,,IIHR,,19,Iowa,,,299.0,iwqis,,,WQS0070,Wolf Creek,Dysart,This is an IWA site located downstream of USGS 05464220.,05464220,,,discontinued,70WCD,False,IWQIS
WQS0071,42.1548,-92.0057,,,IIHR,,19,Iowa,,,44.0,iwqis,,,WQS0071,Mud Creek,Vinton,This is an IWA site colocated with IFC bridge sensor MUDCR01.,,,,discontinued,71MCV,False,IWQIS
WQS0072,41.527,-91.9896,,,IIHR,,19,Iowa,,,294.0,iwqis,,,WQS0072,North English River,North English,This is an IWA site collocated with IFC bridge sensor NENGLSH01.,,,,discontinued,72ERNE,False,IWQIS
WQS0073,42.6515,-95.25,,,IIHR,,19,Iowa,,,68.0,iwqis,,,WQS0073,Powell Creek,Storm Lake,This is an IWA site.,,,,discontinued,73PCSL,False,IWQIS
WQS0074,42.7152,-94.7963,,,IIHR,,19,Iowa,,,55.0,iwqis,,,WQS0074,Cedar Creek,Pocahontas,This is an IWA site.,,,,discontinued,74CCP,False,IWQIS
WQS0075,41.6456,-95.3128,,,IIHR,,19,Iowa,,,313.0,iwqis,,,WQS0075,West Nishnabotna River,Harlan,This is an IWA site colocated with IFC bridge sensor WNISH03.,,,,discontinued,75WNRH,False,IWQIS
WQS0076,41.6857,-91.6093,,,IIHR,,19,Iowa,,,,,,,WQS0076,Drainage Ditch,Coralville,This is an IWA site.,,,,discontinued,76CDD,False,IWQIS
WQS0077,41.6098,-91.5054,,,IIHR,,19,Iowa,,,2.0,iwqis,,,WQS0077,"Effluent, Wastewater Treatment Plant",Iowa City,This is a private WQS site operated in cooperation with the City of Iowa City.,,,,discontinued,77ICWWTP,False,IWQIS
WQS0078,42.3364,-94.3977,,,IIHR,,19,Iowa,,,15.0,iwqis,,,WQS0078,Hardin Creek,Somers,This is an INRC project site.,,,,discontinued,78HCS,False,IWQIS
WQS0079,40.6019,-95.6452,,,IIHR,,19,Iowa,,,,,,,WQS0079,Nishnabotna River,Hamburg,,,,,maintenance,79NRH,False,IWQIS
WQS0080,41.4501,-94.4154,,,IIHR,,19,Iowa,,,85.0,iwqis,,,WQS0080,Saturated Buffer,Adair,,,,,discontinued,80SBA,False,IWQIS
WQS0081,42.4319,-93.8062,,,IIHR,,19,Iowa,,,844.0,iwqis,,,WQS0081,Boone River,Webster City,,05481000,,,maintenance,81BRWC,False,IWQIS
WQS0082,41.9879,-94.377,,,IIHR,,19,Iowa,,,1619.0,iwqis,,,WQS0082,North Raccoon River,Jefferson,,,,,discontinued,82NRRJ,False,IWQIS
WQS0083,42.7117,-92.581,,,IIHR,,19,Iowa,,,1746.0,iwqis,,,WQS0083,Shell Rock River,Shell Rock,,05462000,,,maintenance,83 SRRSR,False,IWQIS
WQS0084,42.6494,-92.4666,,,IIHR,,19,Iowa,,,55872.0,iwqis,,,WQS0084,Cedar River,Janesville,,05458500,,,maintenance,84CRJ,False,IWQIS
WQS0085,42.7116,-92.5809,,,IIHR,,19,Iowa,,,,,,,WQS0085,,,,,,,discontinued,,False,IWQIS
WQS0086,41.5903,-94.1509,,,IIHR,,19,Iowa,,,,,,,WQS0086,South Raccoon River,Redfield,,,,,discontinued,86SRRR,False,IWQIS
WQS0087,41.1781,-91.1821,,,IIHR,,19,Iowa,,,,,,,WQS0087,Iowa River,Wapello,Turbidity only site,,,,discontinued,87IRW,False,IWQIS
WQS0088,42.6285,-92.5439,,,IIHR,,19,Iowa,,,846.0,iwqis,,,WQS0088,West Fork Cedar River,Finchford,,05458900,,,maintenance,88 WFCF,False,IWQIS
WQS0089,40.7393,-95.014,,,IIHR,,19,Iowa,,,,,,,WQS0089,Nodaway River,Clarinda,,,,,discontinued,89NRC,False,IWQIS
WQS0090,43.3114,-91.2368,,,IIHR,,19,Iowa,,,60.0,iwqis,,,WQS0090,Village Creek,Lansing,,,,,discontinued,90VCL,False,IWQIS
WQS0091,43.4326,-91.5194,,,IIHR,,19,Iowa,,,48.0,iwqis,,,WQS0091,Waterloo Creek,Dorchester,,05388310,,,discontinued,91WCD,False,IWQIS
WQS0092,41.5952,-93.6182,,,IIHR,,19,Iowa,,,,,,,WQS0092,Des Moines River,Des Moines,,05482000,,,discontinued,92DMRDM,False,IWQIS
WQS0093,41.6879,-93.7351,,,IIHR,,19,Iowa,,,,,,,WQS0093,Beaver Creek,Johnston,,05481950,,,discontinued,93BCJ,False,IWQIS
WQS0094,41.6886,-93.4639,,,IIHR,,19,Iowa,,,,,,,WQS0094,Mud Creek,Bondurant,,,,,discontinued,WQS 94MCB,False,IWQIS
WQS0095,41.643,-93.38,,,IIHR,,19,Iowa,,,,,,,WQS0095,Camp Creek,Mitchellville,,,,,discontinued,95CCM,False,IWQIS
WQS0096,41.7173,-93.5697,,,IIHR,,19,Iowa,,,,,,,WQS0096,Fourmile Creek,Ankeny,,,,,discontinued,96FCA,False,IWQIS
WQS0097,41.6129,-93.5419,,,IIHR,,19,Iowa,,,,,,,WQS0097,Fourmile Creek,Des Moines,,,,,discontinued,97FCDM,False,IWQIS
WQS0098,41.5745,-93.649,,,IIHR,,19,Iowa,,,,,,,WQS0098,Raccoon River,Des Moines,,05484900,,,discontinued,98RRDMWW,False,IWQIS
WQS0099,41.7761,-93.4319,,,IIHR,,19,Iowa,,,,,,,WQS0099,South Skunk River,Bondurant,,,,,discontinued,99SRB,False,IWQIS
WQS0100,41.5868,-93.7035,,,IIHR,,19,Iowa,,,,,,,WQS0100,Walnut Creek,Des Moines,,,,,discontinued,100WCDM,False,IWQIS
WQS0101,42.0941,-92.1675,,,IIHR,,19,Iowa,,,2.0,iwqis,,,WQS0101,Mud Creek,Benton County,,,,,discontinued,101MCBC1,False,IWQIS
WQS0102,42.0796,-92.1136,,,IIHR,,19,Iowa,,,12.0,iwqis,,,WQS0102,Mud Creek,Benton County,,,,,discontinued,102MCBC2,False,IWQIS
WQS0103,42.1014,-92.0663,,,IIHR,,19,Iowa,,,,,,,WQS0103,Mud Creek,Benton County,,,,,discontinued,103MCBC3,False,IWQIS
WQS0104,42.2636,-95.0332,,,IIHR,,19,Iowa,,,11.0,iwqis,,,WQS0104,Carnarvon Creek,Lake View,,,,,maintenance,104CCSC,False,IWQIS
WQS0105,41.964,-92.1442,,,IIHR,,19,Iowa,,,,,,,WQS0105,Benton County DOT Ditch 1,,,,,,discontinued,105BCD1,False,IWQIS
WQS0106,41.964,-92.1466,,,IIHR,,19,Iowa,,,,,,,WQS0106,Benton County DOT Ditch 2,,,,,,discontinued,106BCD2,False,IWQIS
WQS0107,42.6288,-93.8448,,,IIHR,,19,Iowa,,,,,,,WQS0107,Eagle Creek Oxbow,Woolstock,,,,,discontinued,107ECO,False,IWQIS
WQS0108,42.9196,-94.0706,,,IIHR,,19,Iowa,,,,,,,WQS0108,Prairie Creek/Boone River Oxbow,Lu Verne,,,,,discontinued,Prairie Creek Oxbow,False,IWQIS
WQS0109,41.6537,-91.604,,,IIHR,,19,Iowa,,,,,,,WQS0109,Johnson County Poor Farm,Iowa City,,,,,discontinued,109JCPF,False,IWQIS
WQS0110,42.1573,-90.3396,,,IIHR,,19,Iowa,,,1859.0,iwqis,,,WQS0110,Maquoketa River,Green Island,,,,,discontinued,110MRGI,False,IWQIS
WQS0111,43.0406,-91.2059,,,IIHR,,19,Iowa,,,34.0,iwqis,,,WQS0111,Bloody Run Creek,Marquette,,05389400,,,maintenance,111BRCM,False,IWQIS
WQS0112,42.1014,-92.168,,,IIHR,,19,Iowa,,,2.0,iwqis,,,WQS0112,Mud Creek Wetland Outlet,Keystone,,,,,discontinued,112 MCWO,False,IWQIS
WQS0113,43.2721,-91.7805,,,IIHR,,19,Iowa,,,,,,,WQS0113,Decorah Fish Hatchery,Decorah,,,,,ok,113DFH,False,IWQIS
WQS0114,43.0228,-91.3431,,,IIHR,,19,Iowa,,,,,,,WQS0114,Bloody Run Creek Headwaters,Monona,,,,,ok,WQS 114BRCH,False,IWQIS
WQS0115,41.0178,-92.417,,,IIHR,,19,Iowa,,,,,,,WQS0115,Des Moines River,Ottumwa,Des Moines River Intake @ Ottumwa Water Works,,,,ok,115OWW,False,IWQIS
WQS0116,43.5003,-95.1057,,,IIHR,,19,Iowa,,,,,,,WQS0116,Iowa Great Lakes 1,Spirit Lake,Inlet to Big Spirit Lake,,,,discontinued,116IGL1,False,IWQIS
WQS0117,43.341,-95.1322,,,IIHR,,19,Iowa,,,,,,,WQS0117,Iowa Great Lakes 2,Milford,Lower Gar Lake Outlet,,,,discontinued,117IGL2,False,IWQIS
WQS0118,42.0845,-90.6327,,,IIHR,,19,Iowa,,,1553.0,iwqis,,,WQS0118,Maquoketa River,Maquoketa,,05418500,,,maintenance,118MRM,False,IWQIS
WQS0119,42.0835,-91.2713,,,IIHR,,19,Iowa,,,1575.0,iwqis,,,WQS0119,Wapsipinicon River,Anamosa,,05421740,,,ok,WQS 119WRA,False,IWQIS
WQS0120,41.346,-95.078,,,IIHR,,19,Iowa,,,436.0,iwqis,,,WQS0120,East Nishnabotna,Atlantic,,06809210,,,maintenance,WQS 120 ENRA,False,IWQIS
WQS0121,41.008,-95.2416,,,IIHR,,19,Iowa,,,894.0,iwqis,,,WQS0121,East Nishnabotna River,Red Oak,,06809500,,,maintenance,121ENRRO,False,IWQIS
WQS0122,43.4668,-92.2983,,,IIHR,,19,Iowa,,,181.0,iwqis,,,WQS0122,Upper Iowa River,Lime Springs,,05387320,,,maintenance,WQS 122UIRLS,False,IWQIS
WQS0123,43.407,-91.8975,,,IIHR,,19,Iowa,,,367.0,iwqis,,,WQS0123,Upper Iowa River,Bluffton,,05387440,,,maintenance,WQS123 UIRB,False,IWQIS
WQS0124,42.9828,-95.9996,,,IIHR,,19,Iowa,,,268.0,iwqis,,,WQS0124,Floyd River,Alton,,06600100,,,maintenance,WQS 124FRA,False,IWQIS
WQS0126,42.8365,-92.2568,,,IIHR,,19,Iowa,,,346.0,iwqis,,,WQS0126,Wapsipinicon River,Tripoli,,05420680,,,maintenance,WQS 126WRT,False,IWQIS
WQS9901,41.9821,-91.7735,,,IIHR,,19,Iowa,,,14.0,iwqis,,,WQS9901,Morgan Creek Oxbow,Cedar Rapids,This is a temporary site,,,,discontinued,9901MCOCR,False,IWQIS
WQS9902,42.0818,-93.938,,,IIHR,,19,Iowa,,,5598.0,iwqis,,,WQS9902,,,,,,,ok,,False,IWQIS
WQS9903,41.4099,-91.2906,,,IIHR,,19,Iowa,,,,,,,WQS9903,,,,,,,discontinued,,False,IWQIS
WQS9904,41.4693,-91.7147,,,IIHR,,19,Iowa,,,,,,,WQS9904,,,,,,,discontinued,,False,IWQIS
WQS9905,42.5765,-96.3127,,,IIHR,,19,Iowa,,,,,,,WQS9905,,,,,,,ok,,False,IWQIS
WQS9906,43.2144,-96.2955,,,IIHR,,19,Iowa,,,,,,,WQS9906,,,,,,,ok,,False,IWQIS
WQS9907,41.825,-96.0592,,,IIHR,,19,Iowa,,,,,,,WQS9907,,,,,,,ok,,False,IWQIS
WQS9999,41.6562,-91.5387,,,IIHR,,19,Iowa,,,3241.0,iwqis,,,WQS9999,Cedar River,Iowa City,This is a test logger.  41.6562  -91.5387,,,,maintenance,test,False,IWQIS
