ID,description,units,themeLabel
CAT_MAJOR2010,"Number of major dams built on or before 2010 in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet",count,Hydrologic Modifications
CAT_NDAMS2013,"Number of dams built on or before YYYY ,",count,Hydrologic Modifications
CAT_NID_STORAGE2013,"The maximum dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment below the maximum attainable water surface elevation, including any surcharge storage, of dams built on or before YYYY. Value is based on dams built on or before YYYY",acre-feet,Hydrologic Modifications
CAT_NORM_STORAGE2013,"The normal dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment that is below the normal retention level, including dead and inactive storage and excluding any flood control or surcharge storage. Value is based on dams built on or before YYYY",acre-feet,Hydrologic Modifications
CAT_MAJOR2013,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet",count,Hydrologic Modifications
CAT_NDAMS2000,"Number of dams built on or before 2000 ,",count,Hydrologic Modifications
CAT_NID_STORAGE2000,"The maximum dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment below the maximum attainable water surface elevation, including any surcharge storage, of dams built on or before 2000. Value is based on dams built on or before 2000",acre-feet,Hydrologic Modifications
CAT_NORM_STORAGE2000,"The normal dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment that is below the normal retention level, including dead and inactive storage and excluding any flood control or surcharge storage. Value is based on dams built on or before 2000",acre-feet,Hydrologic Modifications
CAT_MAJOR2000,"Number of major dams built on or before 2000 in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet",count,Hydrologic Modifications
CAT_NDAMS1980,"Number of dams built on or before 1980 ,",count,Hydrologic Modifications
CAT_NID_STORAGE1980,"The maximum dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment below the maximum attainable water surface elevation, including any surcharge storage, of dams built on or before 1980. Value is based on dams built on or before 1980",acre-feet,Hydrologic Modifications
CAT_NORM_STORAGE1980,"The normal dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment that is below the normal retention level, including dead and inactive storage and excluding any flood control or surcharge storage. Value is based on dams built on or before 1980",acre-feet,Hydrologic Modifications
CAT_MAJOR1980,"Number of major dams built on or before 1980 in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet",count,Hydrologic Modifications
CAT_NDAMS1950,"Number of dams built on or before 1950 ,",count,Hydrologic Modifications
CAT_NID_STORAGE1950,"The maximum dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment below the maximum attainable water surface elevation, including any surcharge storage, of dams built on or before 1950. Value is based on dams built on or before 1950",acre-feet,Hydrologic Modifications
CAT_NORM_STORAGE1950,"The normal dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment that is below the normal retention level, including dead and inactive storage and excluding any flood control or surcharge storage. Value is based on dams built on or before 1950",acre-feet,Hydrologic Modifications
CAT_MAJOR1950,"Number of major dams built on or before 1950 in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet",count,Hydrologic Modifications
CAT_NWALT02_11,"2002 land-use and land-cover type Water: Streams, rivers, lakes, ponds, bays, and estuaries.",percent,Land Cover
CAT_NWALT02_12,"2002 land-use and land-cover type Wetlands: Core wetlands class that does not change between years and is based on agreement of wetlands from three sources/periods: The NLCD 1992, NLCD 2001, and NLCD 2011.",percent,Land Cover
CAT_NWALT02_21,"2002 land-use and land-cover type Major Transportation: Major roads, rail, and airports, along with their associated facilities. Major roads are those equivalent to Department of Transportation function classes 13. At the spatial resolution of this dataset, road pixels usually incorporate some adjacent development, and in urban areas, they typically include commercial uses. Minor roads are considered an integral part of other land uses; for example, res- idential neighborhood roads are a part of the Residential classes.",percent,Land Cover
CAT_NWALT02_22,"2002 land-use and land-cover type Commercial/Services: Commercial and services. Includes retail stores, shopping centers, office buildings, commercial zones, professional services and organizations, universities, schools, hospitals, churches, prisons, police and fire stations, and so on. May include areas of extensive commercial use where identifiable, such as nurseries or vehicle yards.",percent,Land Cover
CAT_NWALT02_23,"2002 land-use and land-cover type Industrial/Military: Industrial and military. Includes heavy and light industry, seaports/ harbors, manufacturing, mills/factories, utilities, waste/recycling/ landfills, energy production, warehousing/distribution, water- management features, major communication facilities, and military bases.",percent,Land Cover
CAT_NWALT02_24,"2002 land-use and land-cover type Recreation : Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.",percent,Land Cover
CAT_NWALT02_25,"2002 land-use and land-cover type Residential, High Density: Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.",percent,Land Cover
CAT_NWALT02_26,"2002 land-use and land-cover type Residential, Low-Medium Density: Primarily residential development, with hden 16500 units/km2.",percent,Land Cover
CAT_NWALT02_27,"2002 land-use and land-cover type Developed, Other: Low-density developed areas (hden <16) and not classifiable in any other class. Primarily low-density residential, rural roads, or vacant land.",percent,Land Cover
CAT_NWALT02_31,"2002 land-use and land-cover type Urban Interface High: Land not in a Developed or Production land use, but in an urban area (hden >500 or in or near an urban core area). Probable medium- high anthropogenic influence.",percent,Land Cover
CAT_NWALT02_32,"2002 land-use and land-cover type Urban Interface Low Medium: Land not in a Developed or Production land use, but in a near-urban (suburban, ex-urban) area (hden 16500 units/km2). Probable low- medium anthropogenic influence.",percent,Land Cover
CAT_NWALT02_33,"2002 land-use and land-cover type Anthropogenic Other: Miscellaneous non-residential urban uses not captured by the NLCD as Developed and likely to have a persistent presence throughout every year of this dataset (see text). Primarily barren or low-vegetation areas associated with industrial, transportation, or recreation uses (for example, landfills or beaches). Probable low-medium anthropogenic influence related to non-residential activities.",percent,Land Cover
CAT_NWALT02_41,"2002 land-use and land-cover type Mining/Extraction: Barren areas due to probable surface mining/mineral extraction. Includes mining, quarries, sand and gravel operations, and energy operations.",percent,Land Cover
CAT_NWALT02_43,"2002 land-use and land-cover type Crops: Areas used for the production of crops, such as corn, soybeans, wheat, vegetables, or cotton, as well as perennial woody crops such as orchards and vineyards. Includes cultivated crops, row crops, small grains, and fallow fields. Identical definition to NLCD 2011 class 82.",percent,Land Cover
CAT_NWALT02_44,"2002 land-use and land-cover type Pasture/Hay : Areas of grasses, legumes, or grass-legume mixtures planted for live- stock grazing or the production of seed or hay crops, typically on a perennial cycle. Identical definition to NLCD 2011 class 81.",percent,Land Cover
CAT_NWALT02_45,"2002 land-use and land-cover type Grazing Potential: Areas of good grazing potential beyond what is indicated by the NLCD. Information suggests the land could and has been used at least on a seasonal or occasional basis for animal grazing, including woodland pasture. Based on physical parameters and agreement from other land cover datasets: Pixel is within 1 km of water body or within 500 m of a streamline; slope <30 percent; was in a pasture/hay class inboththe NLCDe 1992 and the Crop Data Layer 2009; hden <124; is not on a military base, protected national park, or similar unlikely grazing area; and would other- wise be in class 50.",percent,Land Cover
CAT_NWALT02_50,"2002 land-use and land-cover type Low Use: No obvious indication of anthropogenic influence, and not in active GAP status 1 conservation (class 60). May have a lower protection status (GAP class 23).",percent,Land Cover
CAT_NWALT02_60,"2002 land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.",percent,Land Cover
CAT_NWALT12_11,"2012 land-use and land-cover type Water: Streams, rivers, lakes, ponds, bays, and estuaries.",percent,Land Cover
CAT_NWALT12_12,"2012 land-use and land-cover type Wetlands: Core wetlands class that does not change between years and is based on agreement of wetlands from three sources/periods: The NLCD 1992, NLCD 2001, and NLCD 2011.",percent,Land Cover
CAT_NWALT12_21,"2012 land-use and land-cover type Major Transportation: Major roads, rail, and airports, along with their associated facilities. Major roads are those equivalent to Department of Transportation function classes 13. At the spatial resolution of this dataset, road pixels usually incorporate some adjacent development, and in urban areas, they typically include commercial uses. Minor roads are considered an integral part of other land uses; for example, res- idential neighborhood roads are a part of the Residential classes.",percent,Land Cover
CAT_NWALT12_22,"2012 land-use and land-cover type Commercial/Services: Commercial and services. Includes retail stores, shopping centers, office buildings, commercial zones, professional services and organizations, universities, schools, hospitals, churches, prisons, police and fire stations, and so on. May include areas of extensive commercial use where identifiable, such as nurseries or vehicle yards.",percent,Land Cover
CAT_NWALT12_23,"2012 land-use and land-cover type Industrial/Military: Industrial and military. Includes heavy and light industry, seaports/ harbors, manufacturing, mills/factories, utilities, waste/recycling/ landfills, energy production, warehousing/distribution, water- management features, major communication facilities, and military bases.",percent,Land Cover
CAT_NWALT12_24,"2012 land-use and land-cover type Recreation : Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.",percent,Land Cover
CAT_NWALT12_25,"2012 land-use and land-cover type Residential, High Density: Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.",percent,Land Cover
CAT_NWALT12_26,"2012 land-use and land-cover type Residential, Low-Medium Density: Primarily residential development, with hden 16500 units/km2.",percent,Land Cover
CAT_NWALT12_27,"2012 land-use and land-cover type Developed, Other: Low-density developed areas (hden <16) and not classifiable in any other class. Primarily low-density residential, rural roads, or vacant land.",percent,Land Cover
CAT_NWALT12_31,"2012 land-use and land-cover type Urban Interface High: Land not in a Developed or Production land use, but in an urban area (hden >500 or in or near an urban core area). Probable medium- high anthropogenic influence.",percent,Land Cover
CAT_NWALT12_32,"2012 land-use and land-cover type Urban Interface Low Medium: Land not in a Developed or Production land use, but in a near-urban (suburban, ex-urban) area (hden 16500 units/km2). Probable low- medium anthropogenic influence.",percent,Land Cover
CAT_NWALT12_33,"2012 land-use and land-cover type Anthropogenic Other: Miscellaneous non-residential urban uses not captured by the NLCD as Developed and likely to have a persistent presence throughout every year of this dataset (see text). Primarily barren or low-vegetation areas associated with industrial, transportation, or recreation uses (for example, landfills or beaches). Probable low-medium anthropogenic influence related to non-residential activities.",percent,Land Cover
CAT_NWALT12_41,"2012 land-use and land-cover type Mining/Extraction: Barren areas due to probable surface mining/mineral extraction. Includes mining, quarries, sand and gravel operations, and energy operations.",percent,Land Cover
CAT_NWALT12_43,"2012 land-use and land-cover type Crops: Areas used for the production of crops, such as corn, soybeans, wheat, vegetables, or cotton, as well as perennial woody crops such as orchards and vineyards. Includes cultivated crops, row crops, small grains, and fallow fields. Identical definition to NLCD 2011 class 82.",percent,Land Cover
CAT_NWALT12_44,"2012 land-use and land-cover type Pasture/Hay : Areas of grasses, legumes, or grass-legume mixtures planted for live- stock grazing or the production of seed or hay crops, typically on a perennial cycle. Identical definition to NLCD 2011 class 81.",percent,Land Cover
CAT_NWALT12_45,"2012 land-use and land-cover type Grazing Potential: Areas of good grazing potential beyond what is indicated by the NLCD. Information suggests the land could and has been used at least on a seasonal or occasional basis for animal grazing, including woodland pasture. Based on physical parameters and agreement from other land cover datasets: Pixel is within 1 km of water body or within 500 m of a streamline; slope <30 percent; was in a pasture/hay class in both the NLCDe 1992 and the Crop Data Layer 2009; hden <124; is not on a military base, protected national park, or similar unlikely grazing area; and would other- wise be in class 50.",percent,Land Cover
CAT_NWALT12_50,"2012 land-use and land-cover type Low Use: No obvious indication of anthropogenic influence, and not in active GAP status 1 conservation (class 60). May have a lower protection status (GAP class 23).",percent,Land Cover
CAT_NWALT12_60,"2012 land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.",percent,Land Cover
CAT_NWALT74_11,"1974 land-use and land-cover type Water: Streams, rivers, lakes, ponds, bays, and estuaries.",percent,Land Cover
CAT_NWALT74_12,1974 land-use and land-cover type Wetlands,percent,Land Cover
CAT_NWALT74_21,1974 land-use and land-cover type Major Transportation,percent,Land Cover
CAT_NWALT74_22,1974 land-use and land-cover type Commercial/Services,percent,Land Cover
CAT_NWALT74_23,1974 land-use and land-cover type Industrial/Military,percent,Land Cover
CAT_NWALT74_24,1974 land-use and land-cover type Recreation,percent,Land Cover
CAT_NWALT74_25,"1974 land-use and land-cover type Residential, High Density",percent,Land Cover
CAT_NWALT74_26,"1974 land-use and land-cover type Residential, Low-Medium Density",percent,Land Cover
CAT_NWALT74_27,"1974 land-use and land-cover type Developed, Other",percent,Land Cover
CAT_NWALT74_31,1974 land-use and land-cover type Urban Interface High,percent,Land Cover
CAT_NWALT74_32,1974 land-use and land-cover type Urban Interface Low Medium,percent,Land Cover
CAT_NWALT74_33,1974 land-use and land-cover type Anthropogenic Other,percent,Land Cover
CAT_NWALT74_41,1974 land-use and land-cover type Mining/Extraction,percent,Land Cover
CAT_NWALT74_43,1974 land-use and land-cover type Crops,percent,Land Cover
CAT_NWALT74_44,1974 land-use and land-cover type Pasture/Hay,percent,Land Cover
CAT_NWALT74_45,"1974 land-use and land-cover type Grazing Potential: Areas of good grazing potential beyond what is indicated by the NLCD. Information suggests the land could and has been used at least on a seasonal or occasional basis for animal grazing, including woodland pasture. Based on physical parameters and agreement from other land cover datasets: Pixel is within 1 km of water body or within 500 m of a streamline; slope <30 percent; was in a pasture/hay class in both the NLCDe 1992 and the Crop Data Layer 2009; hden <124; is not on a military base, protected national park, or similar unlikely grazing area; and would other- wise be in class 50.",percent,Land Cover
CAT_NWALT74_50,1974 land-use and land-cover type Low Use,percent,Land Cover
CAT_NWALT74_60,"1974 land-use and land-cover type Very Low Use, Conservation",percent,Land Cover
CAT_NWALT82_11,"1982 land-use and land-cover type Water: Streams, rivers, lakes, ponds, bays, and estuaries.",percent,Land Cover
CAT_NWALT82_12,"1982 land-use and land-cover type Wetlands: Core wetlands class that does not change between years and is based on agreement of wetlands from three sources/periods: The NLCD 1992, NLCD 2001, and NLCD 2011.",percent,Land Cover
CAT_NWALT82_21,"1982 land-use and land-cover type Major Transportation: Major roads, rail, and airports, along with their associated facilities. Major roads are those equivalent to Department of Transportation function classes 13. At the spatial resolution of this dataset, road pixels usually incorporate some adjacent development, and in urban areas, they typically include commercial uses. Minor roads are considered an integral part of other land uses; for example, res- idential neighborhood roads are a part of the Residential classes.",percent,Land Cover
CAT_NWALT82_22,"1982 land-use and land-cover type Commercial/Services: Commercial and services. Includes retail stores, shopping centers, office buildings, commercial zones, professional services and organizations, universities, schools, hospitals, churches, prisons, police and fire stations, and so on. May include areas of extensive commercial use where identifiable, such as nurseries or vehicle yards.",percent,Land Cover
CAT_NWALT82_23,"1982 land-use and land-cover type Industrial/Military: Industrial and military. Includes heavy and light industry, seaports/ harbors, manufacturing, mills/factories, utilities, waste/recycling/ landfills, energy production, warehousing/distribution, water- management features, major communication facilities, and military bases.",percent,Land Cover
CAT_NWALT82_24,"1982 land-use and land-cover type Recreation: Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.",percent,Land Cover
CAT_NWALT82_25,"1982 land-use and land-cover type Residential, High Density: Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.",percent,Land Cover
CAT_NWALT82_26,"1982 land-use and land-cover type Residential, Low-Medium Density: Primarily residential development, with hden 16500 units/km2.",percent,Land Cover
CAT_NWALT82_27,"1982 land-use and land-cover type Developed, Other: Low-density developed areas (hden <16) and not classifiable in any other class. Primarily low-density residential, rural roads, or vacant land.",percent,Land Cover
CAT_NWALT82_31,"1982 land-use and land-cover type Urban Interface High: Land not in a Developed or Production land use, but in an urban area (hden >500 or in or near an urban core area). Probable medium- high anthropogenic influence.",percent,Land Cover
CAT_NWALT82_32,"1982 land-use and land-cover type Urban Interface Low Medium: Land not in a Developed or Production land use, but in a near-urban (suburban, ex-urban) area (hden 16500 units/km2). Probable low- medium anthropogenic influence.",percent,Land Cover
CAT_NWALT82_33,"1982 land-use and land-cover type Anthropogenic Other: Miscellaneous non-residential urban uses not captured by the NLCD as Developed and likely to have a persistent presence throughout every year of this dataset (see text). Primarily barren or low-vegetation areas associated with industrial, transportation, or recreation uses (for example, landfills or beaches). Probable low-medium anthropogenic influence related to non-residential activities.",percent,Land Cover
CAT_NWALT82_41,"1982 land-use and land-cover type Mining/Extraction: Barren areas due to probable surface mining/mineral extraction. Includes mining, quarries, sand and gravel operations, and energy operations.",percent,Land Cover
CAT_NWALT82_43,"1982 land-use and land-cover type Crops: Areas used for the production of crops, such as corn, soybeans, wheat, vegetables, or cotton, as well as perennial woody crops such as orchards and vineyards. Includes cultivated crops, row crops, small grains, and fallow fields. Identical definition to NLCD 2011 class 82.",percent,Land Cover
CAT_NWALT82_44,"1982 land-use and land-cover type Pasture/Hay: Areas of grasses, legumes, or grass-legume mixtures planted for live- stock grazing or the production of seed or hay crops, typically on a perennial cycle. Identical definition to NLCD 2011 class 81.",percent,Land Cover
CAT_NWALT82_45,"1982 land-use and land-cover type Grazing Potential: Areas of good grazing potential beyond what is indicated by the NLCD. Information suggests the land could and has been used at least on a seasonal or occasional basis for animal grazing, including woodland pasture. Based on physical parameters and agreement from other land cover datasets: Pixel is within 1 km of water body or within 500 m of a streamline; slope <30 percent; was in a pasture/hay class in both the NLCDe 1992 and the Crop Data Layer 2009; hden <124; is not on a military base, protected national park, or similar unlikely grazing area; and would other- wise be in class 50.",percent,Land Cover
CAT_NWALT82_50,"1982 land-use and land-cover type Low Use: No obvious indication of anthropogenic influence, and not in active GAP status 1 conservation (class 60). May have a lower protection status (GAP class 23).",percent,Land Cover
CAT_NWALT82_60,"1982 land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.",percent,Land Cover
CAT_NWALT92_11,"1992 land-use and land-cover type Water: Streams, rivers, lakes, ponds, bays, and estuaries.",percent,Land Cover
CAT_NWALT92_12,"1992 land-use and land-cover type Wetlands: Core wetlands class that does not change between years and is based on agreement of wetlands from three sources/periods: The NLCD 1992, NLCD 2001, and NLCD 2011.",percent,Land Cover
CAT_NWALT92_21,"1992 land-use and land-cover type Major Transportation: Major roads, rail, and airports, along with their associated facilities. Major roads are those equivalent to Department of Transportation function classes 13. At the spatial resolution of this dataset, road pixels usually incorporate some adjacent development, and in urban areas, they typically include commercial uses. Minor roads are considered an integral part of other land uses; for example, res- idential neighborhood roads are a part of the Residential classes.",percent,Land Cover
CAT_NWALT92_22,"1992 land-use and land-cover type Commercial/Services: Commercial and services. Includes retail stores, shopping centers, office buildings, commercial zones, professional services and organizations, universities, schools, hospitals, churches, prisons, police and fire stations, and so on. May include areas of extensive commercial use where identifiable, such as nurseries or vehicle yards.",percent,Land Cover
CAT_NWALT92_23,"1992 land-use and land-cover type Industrial/Military: Industrial and military. Includes heavy and light industry, seaports/ harbors, manufacturing, mills/factories, utilities, waste/recycling/ landfills, energy production, warehousing/distribution, water- management features, major communication facilities, and military bases.",percent,Land Cover
CAT_NWALT92_24,"1992 land-use and land-cover type Recreation: Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.",percent,Land Cover
CAT_NWALT92_25,"1992 land-use and land-cover type Residential, High Density: Recreational areas, golf courses, cemeteries, and parks. Includes spectator recreation venues where identifiable: Sports arenas, racetracks, amusement parks, zoos, and so on.",percent,Land Cover
CAT_NWALT92_26,"1992 land-use and land-cover type Residential, Low-Medium Density: Primarily residential development, with hden 16500 units/km2.",percent,Land Cover
CAT_NWALT92_27,"1992 land-use and land-cover type Developed, Other: Low-density developed areas (hden <16) and not classifiable in any other class. Primarily low-density residential, rural roads, or vacant land.",percent,Land Cover
CAT_NWALT92_31,"1992 land-use and land-cover type Urban Interface High: Land not in a Developed or Production land use, but in an urban area (hden >500 or in or near an urban core area). Probable medium- high anthropogenic influence.",percent,Land Cover
CAT_NWALT92_32,"1992 land-use and land-cover type Urban Interface Low Medium: Land not in a Developed or Production land use, but in a near-urban (suburban, ex-urban) area (hden 16500 units/km2). Probable low- medium anthropogenic influence.",percent,Land Cover
CAT_NWALT92_33,"1992 land-use and land-cover type Anthropogenic Other: Miscellaneous non-residential urban uses not captured by the NLCD as Developed and likely to have a persistent presence throughout every year of this dataset (see text). Primarily barren or low-vegetation areas associated with industrial, transportation, or recreation uses (for example, landfills or beaches). Probable low-medium anthropogenic influence related to non-residential activities.",percent,Land Cover
CAT_NWALT92_41,"1992 land-use and land-cover type Mining/Extraction: Barren areas due to probable surface mining/mineral extraction. Includes mining, quarries, sand and gravel operations, and energy operations.",percent,Land Cover
CAT_NWALT92_43,"1992 land-use and land-cover type Crops: Areas used for the production of crops, such as corn, soybeans, wheat, vegetables, or  cotton, as well as perennial woody crops such as orchards and vineyards. Includes cultivated crops, row crops, small grains, and fallow fields. Identical definition to NLCD 2011 class 82.",percent,Land Cover
CAT_NWALT92_44,"1992 land-use and land-cover type Pasture/Hay: Areas of grasses, legumes, or grass-legume mixtures planted for live- stock grazing or the production of seed or hay crops, typically on a perennial cycle. Identical definition to NLCD 2011 class 81.",percent,Land Cover
CAT_NWALT92_45,"1992 land-use and land-cover type Grazing Potential: Areas of good grazing potential beyond what is indicated by the NLCD. Information suggests the land could and has been used at least on a seasonal or occasional basis for animal grazing, including woodland pasture. Based on physical parameters and agreement from other land cover datasets:  Pixel is within 1 km of water body or within 500 m of a streamline; slope <30 percent; was in a pasture/hay class in both the NLCDe 1992 and the Crop Data Layer 2009; hden <124; is not on a military base, protected national park, or similar unlikely grazing area; and would other- wise be in class 50.",percent,Land Cover
CAT_NWALT92_50,"1992 land-use and land-cover type Low Use: No obvious indication of anthropogenic influence, and not in active GAP status 1 conservation (class 60). May have a lower protection status (GAP class 23).",percent,Land Cover
CAT_NWALT92_60,"1992 land-use and land-cover type Very Low Use, Conservation: Areas in GAP status 1 in Protected Areas Database Conservation Biology Institute Edition V2 (for example, National Wild- life Refuges, National Parks, Wilderness Areas, and National Preserves). Does not include lands in the USDA Conservation Reserve Program. Very low human usage.",percent,Land Cover
CAT_SOHL60_1,"1960 land-use and land-cover type Water Areas of open water, generally with less than 25% vegetation/land cover, where 60 is the last 2 digits of the year represented. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL60_2,"1960 land-use and land-cover type Developed Areas characterized by a high percentage (20% or greater) of constructed material (concrete, asphalt, buildings, etc.), where 60 is the last 2 digits of the year represented. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL60_3,unknown,unknown,Land Cover
CAT_SOHL60_4,unknown,unknown,Land Cover
CAT_SOHL60_5,unknown,unknown,Land Cover
CAT_SOHL60_6,1960 land-use and land-cover type Mining Areas of extractive mining activities with surface expressions. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL60_7,"1960 land-use and land-cover type Barren Areas characterized by bare rock, gravel, sand, silt, clay, or other earthen material, with little or no green vegetation present regardless of its inherent ability to support life. Vegetation, if present, is more widely spaced and scrubby than that in the green vegetated categories; lichen cover may be extensive. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL60_8,1960 land-use and land-cover type DDeciduous Forest Areas dominated by trees where 75% or more of the tree species shed foliage simultaneously in response to seasonal change. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL60_9,1960 land-use and land-cover type Evergreen Forest Areas dominated by trees where 75% or more of the tree species maintain their leaves all year. Canopy is never without green foliage. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL60_10,1960 land-use and land-cover type Mixed Forest Areas dominated by trees where neither deciduous nor evergreen species represent more than 75% of the cover present. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL60_11,"1960 land-use and land-cover type Grassland Areas dominated by grasses and forbs. In rare cases, herbaceous cover is less than 25%, but exceeds the combined cover of the woody species present. These areas are not subject to intensive management, but they are often utilized for grazing. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL60_12,1960 land-use and land-cover type Shrubland Areas dominated by shrubs; shrub canopy accounts for 25 to 100% of the cover. Shrub cover is generally greater than 25% when tree cover is less than 25%. Shrub cover may be less than 25% in cases when the cover of other life forms (e.g. herbaceous or tree) is less than 25% and shrubs cover exceeds the cover of the other life forms. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL60_13,"1960 land-use and land-cover type Cultivated Cropland Areas dominated by vegetation that has been planted or is intensively managed for the production of food, feed, or fiber; or is maintained in developed settings for specific purposes. Includes cultivated crops, row crops, small grains, and fallow fields. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL60_14,"1960 land-use and land-cover type Hay/Pasture Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL60_15,1960 land-use and land-cover type Herbaceous Wetland Areas where perennial herbaceous vegetation accounts for 75% to 100% of the cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL60_16,1960 land-use and land-cover type Woody Wetland Areas where forest or shrubland vegetation accounts for 25% to 100% of the cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL60_17,"1960 land-use and land-cover type Ice/Snow Areas characterized by a perennial cover of ice and/or snow, generally greater than 25% of total cover. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL70_1,"1970 land-use and land-cover type Water Areas of open water, generally with less than 25% vegetation/land cover, where 70 is the last 2 digits of the year represented. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL70_2,"1970 land-use and land-cover type Developed Areas characterized by a high percentage (20% or greater) of constructed material (concrete, asphalt, buildings, etc.), where 70 is the last 2 digits of the year represented. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL70_3,unknown,unknown,Land Cover
CAT_SOHL70_4,unknown,unknown,Land Cover
CAT_SOHL70_5,unknown,unknown,Land Cover
CAT_SOHL70_6,1970 land-use and land-cover type Mining Areas of extractive mining activities with surface expressions. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL70_7,"1970 land-use and land-cover type Barren Areas characterized by bare rock, gravel, sand, silt, clay, or other earthen material, with little or no green vegetation present regardless of its inherent ability to support life. Vegetation, if present, is more widely spaced and scrubby than that in the green vegetated categories; lichen cover may be extensive. -9999 denotes NODATA or coverage does not cover catchment.",percent,Land Cover
CAT_SOHL70_8,1970 land-use and land-cover type DDeciduous Forest Areas dominated by trees where 75% or more of the tree species shed foliage simultaneously in response to seasonal change. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL70_9,1970 land-use and land-cover type Evergreen Forest Areas dominated by trees where 75% or more of the tree species maintain their leaves all year. Canopy is never without green foliage. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
CAT_SOHL70_10,1970 land-use and land-cover type Mixed Forest Areas dominated by trees where neither deciduous nor evergreen species represent more than 75% of the cover present. -9999 denotes NODATA or coverage does not cover catchment.,percent,Land Cover
